Freq.	S11(V2)	S12(V2)	S21(V2)	S22(V2)
6.38978557070115e+09	(-5.03848261422508e+00dB,1.14614152293507e+02°)	(-1.55778157651625e+01dB,1.76534570471907e+02°)	(7.57952650116336e+00dB,-1.64874383650377e+02°)	(-2.58497289788590e+01dB,-1.60706062800996e+02°)
6.42658194939578e+09	(-5.01098079706403e+00dB,1.13997932278007e+02°)	(-1.55583619481981e+01dB,1.76250664810518e+02°)	(7.52783138679981e+00dB,-1.65417412353727e+02°)	(-2.59848560042388e+01dB,-1.64219520084757e+02°)
6.46359022463531e+09	(-4.98344318043596e+00dB,1.13382842276161e+02°)	(-1.55389201973536e+01dB,1.75965073753147e+02°)	(7.47607045429870e+00dB,-1.65962148215659e+02°)	(-2.60925548923129e+01dB,-1.67833356588781e+02°)
6.50081161665246e+09	(-4.95587434090811e+00dB,1.12768872809480e+02°)	(-1.55194912028003e+01dB,1.75677783943078e+02°)	(7.42424407558295e+00dB,-1.66508595919721e+02°)	(-2.61704707224685e+01dB,-1.71527667313794e+02°)
6.53824735270683e+09	(-4.92827885010319e+00dB,1.12156014021101e+02°)	(-1.55000756459399e+01dB,1.75388781918258e+02°)	(7.37235264430076e+00dB,-1.67056760211523e+02°)	(-2.62167601797283e+01dB,-1.75279314141518e+02°)
6.57589866712534e+09	(-4.90066123378780e+00dB,1.11544255858148e+02°)	(-1.54806742124605e+01dB,1.75098054348933e+02°)	(7.32039656267992e+00dB,-1.67606645661215e+02°)	(-2.62302177356793e+01dB,-1.79062732681565e+02°)
6.61376680134295e+09	(-4.87302599599338e+00dB,1.10933587948258e+02°)	(-1.54612875818472e+01dB,1.74805587910912e+02°)	(7.26837625192418e+00dB,-1.68158256790334e+02°)	(-2.62103631356166e+01dB,1.77149013975723e+02°)
6.65185300394356e+09	(-4.84537762185827e+00dB,1.10323999653475e+02°)	(-1.54419164290203e+01dB,1.74511369230728e+02°)	(7.21629215047906e+00dB,-1.68711598126758e+02°)	(-2.61574774966467e+01dB,1.73383031260560e+02°)
6.69015853070121e+09	(-4.81772056338690e+00dB,1.09715480084485e+02°)	(-1.54225614252085e+01dB,1.74215385001659e+02°)	(7.16414471305957e+00dB,-1.69266674088782e+02°)	(-2.60725824158097e+01dB,1.69665367072992e+02°)
6.72868464462146e+09	(-4.79005924353876e+00dB,1.09108018116137e+02°)	(-1.54032232371990e+01dB,1.73917621944588e+02°)	(7.11193441129694e+00dB,-1.69823489024353e+02°)	(-2.59573653014164e+01dB,1.66019905139689e+02°)
6.76743261598305e+09	(-4.76239806920434e+00dB,1.08501602305261e+02°)	(-1.53839025204513e+01dB,1.73618066738944e+02°)	(7.05966174051901e+00dB,-1.70382047280219e+02°)	(-2.58140621317337e+01dB,1.62467486671955e+02°)
6.80640372237979e+09	(-4.73474140207299e+00dB,1.07896221086622e+02°)	(-1.53645999312130e+01dB,1.73316706179341e+02°)	(7.00732720752503e+00dB,-1.70942353045379e+02°)	(-2.56453137872341e+01dB,1.59025326743540e+02°)
6.84559924876265e+09	(-4.70709358487907e+00dB,1.07291862602702e+02°)	(-1.53453161136058e+01dB,1.73013527037467e+02°)	(6.95493134338702e+00dB,-1.71504410489264e+02°)	(-2.54540140288171e+01dB,1.55706749103786e+02°)
6.88502048748216e+09	(-4.67945894346513e+00dB,1.06688514725530e+02°)	(-1.53260516993135e+01dB,1.72708516029566e+02°)	(6.90247470364505e+00dB,-1.72068223794334e+02°)	(-2.52431648740423e+01dB,1.52521208364356e+02°)
6.92466873833104e+09	(-4.65184176574066e+00dB,1.06086165141039e+02°)	(-1.53068073130732e+01dB,1.72401659965388e+02°)	(6.84995786269721e+00dB,-1.72633797007193e+02°)	(-2.50157508618144e+01dB,1.49474540156686e+02°)
6.96454530858699e+09	(-4.62424631314277e+00dB,1.05484801345073e+02°)	(-1.52875835697610e+01dB,1.72092945651711e+02°)	(6.79738141658987e+00dB,-1.73201134135125e+02°)	(-2.47746392883714e+01dB,1.46569372869783e+02°)
7.00465151305584e+09	(-4.59667682254936e+00dB,1.04884410582538e+02°)	(-1.52683810700633e+01dB,1.71782359906302e+02°)	(6.74474598721999e+00dB,-1.73770239132195e+02°)	(-2.45225079999263e+01dB,1.43805624276044e+02°)
7.04498867411492e+09	(-4.56913750171533e+00dB,1.04284979932039e+02°)	(-1.52492004037332e+01dB,1.71469889561224e+02°)	(6.69205221894862e+00dB,-1.74341115895984e+02°)	(-2.42617993940800e+01dB,1.41181025113744e+02°)
7.08555812175660e+09	(-4.54163254016962e+00dB,1.03686496205797e+02°)	(-1.52300421422847e+01dB,1.71155521409798e+02°)	(6.63930078577232e+00dB,-1.74913768320681e+02°)	(-2.39946967966295e+01dB,1.38691623702072e+02°)
7.12636119363219e+09	(-4.51416609199860e+00dB,1.03088946064900e+02°)	(-1.52109068454047e+01dB,1.70839242316056e+02°)	(6.58649238477395e+00dB,-1.75488200187659e+02°)	(-2.37231183619807e+01dB,1.36332241483317e+02°)
7.16739923509605e+09	(-4.48674228659647e+00dB,1.02492315973210e+02°)	(-1.51917950560559e+01dB,1.70521039138520e+02°)	(6.53362774087802e+00dB,-1.76064415241739e+02°)	(-2.34487240627201e+01dB,1.34096866745494e+02°)
7.20867359924991e+09	(-4.45936523485262e+00dB,1.01896592175425e+02°)	(-1.51727072972502e+01dB,1.70200898680567e+02°)	(6.48070760993222e+00dB,-1.76642417240847e+02°)	(-2.31729312798653e+01dB,1.31978979712693e+02°)
7.25018564698752e+09	(-4.43203901004346e+00dB,1.01301760775583e+02°)	(-1.51536440771998e+01dB,1.69878807842654e+02°)	(6.42773277340721e+00dB,-1.77222209803821e+02°)	(-2.28969352513745e+01dB,1.29971810257445e+02°)
7.29193674703948e+09	(-4.40476766823124e+00dB,1.00707807668674e+02°)	(-1.51346058817870e+01dB,1.69554753456813e+02°)	(6.37470404577395e+00dB,-1.77803796575924e+02°)	(-2.26217323896639e+01dB,1.28068538381404e+02°)
7.33392827601842e+09	(-4.37755524118518e+00dB,1.00114718546106e+02°)	(-1.51155931747161e+01dB,1.69228722352936e+02°)	(6.32162227419453e+00dB,-1.78387181162583e+02°)	(-2.23481438059413e+01dB,1.26262441695404e+02°)
7.37616161846438e+09	(-4.35040573189169e+00dB,9.95224789693455e+01°)	(-1.50966063998713e+01dB,1.68900701373867e+02°)	(6.26848833600318e+00dB,-1.78972367114300e+02°)	(-2.20768382045440e+01dB,1.24547001108834e+02°)
7.41863816689040e+09	(-4.32332312784146e+00dB,9.89310742388035e+01°)	(-1.50776459725123e+01dB,1.68570677298371e+02°)	(6.21530314734528e+00dB,-1.79559358003687e+02°)	(-2.18083532709277e+01dB,1.22915972776182e+02°)
7.46135932182853e+09	(-4.29631137665193e+00dB,9.83404896085653e+01°)	(-1.50587122907184e+01dB,1.68238637000352e+02°)	(6.16206765156411e+00dB,1.79851842733747e+02°)	(-2.15431149281839e+01dB,1.21363432603276e+02°)
7.50432649187593e+09	(-4.26937441197094e+00dB,9.77507100788717e+01°)	(-1.50398057212836e+01dB,1.67904567274423e+02°)	(6.10878283313100e+00dB,1.79261231625179e+02°)	(-2.12814547505345e+01dB,1.19883801885891e+02°)
7.54754109374134e+09	(-4.24251614641510e+00dB,9.71617204839823e+01°)	(-1.50209266029145e+01dB,1.67568454869456e+02°)	(6.05544971426966e+00dB,1.78668805194020e+02°)	(-2.10236250900301e+01dB,1.18471857030280e+02°)
7.59100455229182e+09	(-4.21574047242542e+00dB,9.65735054512791e+01°)	(-1.50020752432389e+01dB,1.67230286495838e+02°)	(6.00206935776402e+00dB,1.78074559967199e+02°)	(-2.07698121574110e+01dB,1.17122728509288e+02°)
7.63471830059967e+09	(-4.18905124102228e+00dB,9.59860495918367e+01°)	(-1.49832519287074e+01dB,1.66890048978633e+02°)	(5.94864285686945e+00dB,1.77478492628332e+02°)	(-2.05201471635687e+01dB,1.15831891893798e+02°)
7.67868377998975e+09	(-4.16245231049183e+00dB,9.53993371139758e+01°)	(-1.49644568991257e+01dB,1.66547728891184e+02°)	(5.89517136058710e+00dB,1.76880599651354e+02°)	(-2.02747162389729e+01dB,1.14595155262825e+02°)
7.72290244008695e+09	(-4.13594749544048e+00dB,9.48133522725432e+01°)	(-1.49456903728442e+01dB,1.66203312923381e+02°)	(5.84165604827766e+00dB,1.76280877668804e+02°)	(-2.00335682649268e+01dB,1.13408641248460e+02°)
7.76737573886401e+09	(-4.10954058794506e+00dB,9.42280791112776e+01°)	(-1.49269525321320e+01dB,1.65856787762282e+02°)	(5.78809814408405e+00dB,1.75679323352492e+02°)	(-1.97967217706711e+01dB,1.12268768760012e+02°)
7.81210514268959e+09	(-4.08323538264843e+00dB,9.36435013632641e+01°)	(-1.49082435122074e+01dB,1.65508139846794e+02°)	(5.73449892769354e+00dB,1.75075933168198e+02°)	(-1.95641709586610e+01dB,1.11172233981004e+02°)
7.85709212637661e+09	(-4.05703563049395e+00dB,9.30596027658000e+01°)	(-1.48895634213554e+01dB,1.65157355761694e+02°)	(5.68085971400632e+00dB,1.74470703769746e+02°)	(-1.93358901395879e+01dB,1.10115989920405e+02°)
7.90233817323089e+09	(-4.03094507548091e+00dB,9.24763667859684e+01°)	(-1.48709123215573e+01dB,1.64804421933504e+02°)	(5.62718187228803e+00dB,1.73863631694913e+02°)	(-1.91118380122829e+01dB,1.09097227890935e+02°)
7.94784477510005e+09	(-4.00496744331134e+00dB,9.18937767268877e+01°)	(-1.48522902331088e+01dB,1.64449324714471e+02°)	(5.57346682132631e+00dB,1.73254713449461e+02°)	(-1.88919609320046e+01dB,1.08113358857970e+02°)
7.99361343242272e+09	(-3.97910643349486e+00dB,9.13118157762145e+01°)	(-1.48336971367778e+01dB,1.64092050458083e+02°)	(5.51971602704247e+00dB,1.72643945582702e+02°)	(-1.86761956029882e+01dB,1.07161995855617e+02°)
8.03964565427796e+09	(-3.95336573150880e+00dB,9.07304669172360e+01°)	(-1.48151329663284e+01dB,1.63732585412351e+02°)	(5.46593100973200e+00dB,1.72031324580835e+02°)	(-1.84644714547275e+01dB,1.06240937730945e+02°)
8.08594295843506e+09	(-3.92774900927476e+00dB,9.01497129506739e+01°)	(-1.47965976073117e+01dB,1.63370915703150e+02°)	(5.41211334502920e+00dB,1.71416846850349e+02°)	(-1.82567125497105e+01dB,1.05348153806114e+02°)
8.13250687140360e+09	(-3.90225992033077e+00dB,8.95695364751950e+01°)	(-1.47780908965282e+01dB,1.63007027397907e+02°)	(5.35826466419678e+00dB,1.70800508781769e+02°)	(-1.80528390483671e+01dB,1.04481769664453e+02°)
8.17933892848373e+09	(-3.87690210287431e+00dB,8.89899199431597e+01°)	(-1.47596126209154e+01dB,1.62640906448978e+02°)	(5.30438665498146e+00dB,1.70182306693104e+02°)	(-1.78527685634090e+01dB,1.03640054058765e+02°)
8.22644067381682e+09	(-3.85167918101047e+00dB,8.84108455829377e+01°)	(-1.47411625135734e+01dB,1.62272538705407e+02°)	(5.25048106532480e+00dB,1.69562236841679e+02°)	(-1.76564171482422e+01dB,1.02821406933842e+02°)
8.27381366043638e+09	(-3.82659476257456e+00dB,8.78322954636057e+01°)	(-1.47227402545156e+01dB,1.61901909916606e+02°)	(5.19654970234324e+00dB,1.68940295427885e+02°)	(-1.74637001580161e+01dB,1.02024348358895e+02°)
8.32145945031925e+09	(-3.80165244132783e+00dB,8.72542514709361e+01°)	(-1.47043454676944e+01dB,1.61529005714047e+02°)	(5.14259443502310e+00dB,1.68316478576955e+02°)	(-1.72745329372167e+01dB,1.01247508466602e+02°)
8.36937961443711e+09	(-3.77685580267968e+00dB,8.66766952397887e+01°)	(-1.46859777157325e+01dB,1.61153811560391e+02°)	(5.08861719920472e+00dB,1.67690782288180e+02°)	(-1.70888313888334e+01dB,1.00489618288756e+02°)
8.41757573280829e+09	(-3.75220841512728e+00dB,8.60996082512508e+01°)	(-1.46676365035986e+01dB,1.60776312824642e+02°)	(5.03461999361230e+00dB,1.67063202510144e+02°)	(-1.69065123650269e+01dB,9.97495012908423e+01°)
8.46604939454983e+09	(-3.72771384382743e+00dB,8.55229717374602e+01°)	(-1.46493212696571e+01dB,1.60396494637666e+02°)	(4.98060488850269e+00dB,1.66433734996345e+02°)	(-1.67274941132837e+01dB,9.90260657350880e+01°)
8.51480219792992e+09	(-3.70337564137220e+00dB,8.49467666662971e+01°)	(-1.46310313871703e+01dB,1.60014342014628e+02°)	(4.92657402385176e+00dB,1.65802375427728e+02°)	(-1.65516964131733e+01dB,9.83182977769484e+01°)
8.56383575042056e+09	(-3.67919733919362e+00dB,8.43709739513575e+01°)	(-1.46127661705865e+01dB,1.59629839903756e+02°)	(4.87252960274676e+00dB,1.65169119461553e+02°)	(-1.63790408063879e+01dB,9.76252549589180e+01°)
8.61315166875059e+09	(-3.65518248292709e+00dB,8.37955740422992e+01°)	(-1.45945248509354e+01dB,1.59242972843774e+02°)	(4.81847391566199e+00dB,1.64533962388935e+02°)	(-1.62094509205266e+01dB,9.69460605752148e+01°)
8.66275157895897e+09	(-3.63133458656253e+00dB,8.32205474188852e+01°)	(-1.45763066029552e+01dB,1.58853725422519e+02°)	(4.76440931299254e+00dB,1.63896899593579e+02°)	(-1.60428523168208e+01dB,9.62798982510136e+01°)
8.71263711644845e+09	(-3.60765718121182e+00dB,8.26458740266944e+01°)	(-1.45581105116956e+01dB,1.58462081792094e+02°)	(4.71033823810239e+00dB,1.63257926067059e+02°)	(-1.58791728112883e+01dB,9.56260073191469e+01°)
8.76280992603939e+09	(-3.58415377538909e+00dB,8.20715337697601e+01°)	(-1.45399355972918e+01dB,1.58068026056921e+02°)	(4.65626320219056e+00dB,1.62617036796990e+02°)	(-1.57183423290897e+01dB,9.49836782739399e+01°)
8.81327166202409e+09	(-3.56082788237931e+00dB,8.14975062031505e+01°)	(-1.45217807953830e+01dB,1.57671541991676e+02°)	(4.60218680350285e+00dB,1.61974226485101e+02°)	(-1.55602930687568e+01dB,9.43522488350649e+01°)
8.86402398822131e+09	(-3.53768301121767e+00dB,8.09237705990055e+01°)	(-1.45036449605242e+01dB,1.57272613144467e+02°)	(4.54811172353758e+00dB,1.61329489650556e+02°)	(-1.54049594308171e+01dB,9.37311003412424e+01°)
8.91506857803109e+09	(-3.51472266591264e+00dB,8.03503060188746e+01°)	(-1.44855268660483e+01dB,1.56871222827056e+02°)	(4.49404072679060e+00dB,1.60682820620326e+02°)	(-1.52522780304123e+01dB,9.31196543386501e+01°)
8.96640711448996e+09	(-3.49195036022228e+00dB,7.97770910613917e+01°)	(-1.44674251908237e+01dB,1.56467353974604e+02°)	(4.43997667359060e+00dB,1.60034213389088e+02°)	(-1.51021877041306e+01dB,9.25173696583534e+01°)
9.01804129032645e+09	(-3.46936958616559e+00dB,7.92041043463300e+01°)	(-1.44493385409847e+01dB,1.56060989467700e+02°)	(4.38592249795133e+00dB,1.59383661941425e+02°)	(-1.49546293581116e+01dB,9.19237395168380e+01°)
9.06997280801684e+09	(-3.44698386701918e+00dB,7.86313237864124e+01°)	(-1.44312654097602e+01dB,1.55652111559465e+02°)	(4.33188124731022e+00dB,1.58731159679099e+02°)	(-1.48095461557758e+01dB,9.13382890474265e+01°)
9.12220337984136e+09	(-3.42479671025440e+00dB,7.80587272174214e+01°)	(-1.44132042094431e+01dB,1.55240702392685e+02°)	(4.27785605011292e+00dB,1.58076699938372e+02°)	(-1.46668832442311e+01dB,9.07605729617167e+01°)
9.17473472794061e+09	(-3.40281163498141e+00dB,7.74862920421058e+01°)	(-1.43951532499718e+01dB,1.54826743693992e+02°)	(4.22385013677182e+00dB,1.57420275684390e+02°)	(-1.45265878300159e+01dB,9.01901734182838e+01°)
9.22756858437236e+09	(-3.38103216027850e+00dB,7.69139954385241e+01°)	(-1.43771107463273e+01dB,1.54410216894246e+02°)	(4.16986683179378e+00dB,1.56761879631757e+02°)	(-1.43886090850301e+01dB,8.96266980081435e+01°)
9.28070669116864e+09	(-3.35946183002876e+00dB,7.63418139190285e+01°)	(-1.43590747967390e+01dB,1.53991102864873e+02°)	(4.11590957508307e+00dB,1.56101503981106e+02°)	(-1.42528981533868e+01dB,8.90697780922528e+01°)
9.33415080039319e+09	(-3.33810417786371e+00dB,7.57697239347535e+01°)	(-1.43410434088432e+01dB,1.53569382303236e+02°)	(4.06198189527560e+00dB,1.55439140804695e+02°)	(-1.41194079737846e+01dB,8.85190670523483e+01°)
9.38790267419924e+09	(-3.31696275926117e+00dB,7.51977014037594e+01°)	(-1.43230144732714e+01dB,1.53145035359998e+02°)	(4.00808743562667e+00dB,1.54774781674012e+02°)	(-1.39880933514852e+01dB,8.79742387632118e+01°)
9.44196408488760e+09	(-3.29604114240278e+00dB,7.46257218013076e+01°)	(-1.43049857682627e+01dB,1.52718041761767e+02°)	(3.95422994885690e+00dB,1.54108417782688e+02°)	(-1.38589108301540e+01dB,8.74349863096598e+01°)
9.49633681496506e+09	(-3.27534290409894e+00dB,7.40537603106072e+01°)	(-1.42869549622296e+01dB,1.52288380843170e+02°)	(3.90041329402562e+00dB,1.53440039978842e+02°)	(-1.37318186436112e+01dB,8.69010205934528e+01°)
9.55102265720325e+09	(-3.25487165607865e+00dB,7.34817913724071e+01°)	(-1.42689195902857e+01dB,1.51856031230600e+02°)	(3.84664145942470e+00dB,1.52769638449118e+02°)	(-1.36067767441379e+01dB,8.63720691664302e+01°)
9.60602341469767e+09	(-3.23463100381335e+00dB,7.29097893353803e+01°)	(-1.42508770860059e+01dB,1.51420971374900e+02°)	(3.79291853021829e+00dB,1.52097203251685e+02°)	(-1.34837465554417e+01dB,8.58478753212405e+01°)
9.66134090092716e+09	(-3.21462459269932e+00dB,7.23377278076463e+01°)	(-1.42328247429268e+01dB,1.50983178941964e+02°)	(3.73924872632334e+00dB,1.51422723707158e+02°)	(-1.33626911404336e+01dB,8.53281968038240e+01°)
9.71697693981375e+09	(-3.19485608619042e+00dB,7.17655799764649e+01°)	(-1.42147597303510e+01dB,1.50542631109292e+02°)	(3.68563638596272e+00dB,1.50746188695510e+02°)	(-1.32435750267402e+01dB,8.48128050533201e+01°)
9.77293336578269e+09	(-3.17532917660152e+00dB,7.11933184326642e+01°)	(-1.41966790827371e+01dB,1.50099304433577e+02°)	(3.63208597561220e+00dB,1.50067586524021e+02°)	(-1.31263641868945e+01dB,8.43014843462734e+01°)
9.82921202382305e+09	(-3.15604757377222e+00dB,7.06209154152324e+01°)	(-1.41785797083888e+01dB,1.49653175004913e+02°)	(3.57860208062326e+00dB,1.49386905081885e+02°)	(-1.30110259439924e+01dB,8.37940310235035e+01°)
9.88581476954848e+09	(-3.13701502734137e+00dB,7.00483424573801e+01°)	(-1.41604583689804e+01dB,1.49204218147989e+02°)	(3.52518942498565e+00dB,1.48704131541817e+02°)	(-1.28975290098820e+01dB,8.32902526524713e+01°)
9.94274346925841e+09	(-3.11823532427586e+00dB,6.94755704017011e+01°)	(-1.41423116797872e+01dB,1.48752408470561e+02°)	(3.47185287036082e+00dB,1.48019252408965e+02°)	(-1.27858434018183e+01dB,8.27899674511309e+01°)
1.00000000000000e+10	(-3.09971227552990e+00dB,6.89025697366525e+01°)	(-1.41241361209318e+01dB,1.48297720045242e+02°)	(3.41859740407024e+00dB,1.47332253703173e+02°)	(-1.26759403589590e+01dB,8.22930036273836e+01°)
